name,review
The Pitch with Amy Summers,"As someone who’s interested in this career field, ‘The Pitch’ gave me more than enough information for me!"
MAGA,"Gotta love a forum for morons to feel empowered, thats why so many of them are bigots and child-molesters. If you think President Cheetoh is the best in the world, you must really miss Hitler 😂"
Mastermind - AI Assistant for Software Dev Teams,It's been great
My Mediator,
CNBC,"Every time Trump says something stupid- Like the fed should lower rates- The talking heads on CNBC talk about it on every show all day long. Just the way the President likes it, they are talking about him, not real financial news. Trump creates the fake news like, ""closing the border"" or what the fed should do, or firing powell, or whatever comes to his head, and there they go again. Come on man. (and woman)."
Mastermind - AI Assistant for Software Dev Teams,Great
Ohio Real Estate,This is a must have for anyone looking to buy or sell a home!
Capital One,Easy to use and accurate.
Marx Trader,
Miguel Santiuste - 77449 Real Estate,
Unofficial Ripple (XRP) Ticker,"XRP will become the standard cryptocurrency so I was excited to see this skill. Unfortunately, it gives the incorrect price each time making it useless. You are better off checking on your phone, tablet, or computer."
Branding Bites,
cavness HR Podcast,
Accounting Brief from AICPA and CIMA,
BA BUSINESS MINDSET,"Dana shares really keen, heartfelt insights that will impact your life and your business. Her tone is soothing and her message is laser targeted - breaking through the bs, clutter and thoughts that you have been thinking and may not have been willing to admit -  so common to many of us women entrepreneurs - and the very things you need to hear!!"
The Massive Agent Minute for Real Estate Agents,Dustin helped make my first year in real estate more successful. And this flash briefing is a great way to kickstart my day.
Columbus Real Estate,It’s so nice to be able to check my home value and search for nearby homes. Very easy to use.
Thirty Second Money Tip with Nick True,"In our fast-pace world, it's hard to keep up with everything. Nick's 30-second money tip is an easy way to grow and learn in your financial knowledge without the burden of spending hours studying finances. Nick's tips and insights are applicable and can help you get started on improving your financial health immediately. So, what are you waiting for?! Add 30-Second Money to your Alexa and start your day off with better financial insight!"
Mastermind - AI Assistant for Software Dev Teams,much better than i expected  with it being a beta version all good so far
Front Row Entrepreneur,"Jen Lehner is a digital media rock star. Her Front Row Entrepreneur Flash Briefing is how I start my day (that and NPR), and I learn something new. Every. Day. I love how personable Jen’s broadcasts are, and chuckle at her quips. She is a talented force for good when it comes to social media, and she has taken the time (TWICE) to record a short video and answer my Qs to her. Plus, like me, she has a golden retriever. What’s not to love? Rock on, Jen! #FrontRowFlash  #VoiceFirst"
Mastermind - AI Assistant for Software Dev Teams,The creators of Mastermind managed to jump through all the hoops Apple’s iOS App Store requires and released a iOS version for iPhone integration. MM is a must have for the AI connected individual as it allows most popular AI’s to make friends and interact in a useful and convenient way. Top notch application from a top notch company!!
Faith Harmer - Las Vegas NV Real Estate,
Dow Kennedy - Cedar Park Real Estate,Great timely information.
TD Bank,
Mike Hrezo - Valencia Real Estate,"If you're looking for the best Real Estate agent in Santa Clarita, look no further. Mike is professional, knowledgeable and so great to work with. One of the most hard working and honest people I have ever worked with, not to mention patient. Mike patiently worked with me on finding a new, bigger home to accommodate my needs. I must have asked him to see this house at least three times before finally choosing it. Mike was always ready and wiling to make an appointment to see the house. Once we opened escrow, Mike was on top of every detail and fought for me when necessary. I highly recommend Mike for all your Real Estate needs. He has helped me with sales, rentals and purchasing my wonderful new home."
Run To Your Leadership Challenges!,"This is such a great innovation to be able to get the most out of your Alexa device! Instead of just my normal sports returns, now I can listen to a podcast with aome relevancy to my daily duties as a leader."
The Pitch with Amy Summers,"As a graduating PR student, these tips are so relevant to my future career. The daily tips are something I know I’ll be using as I prepare for interviews and a job!"
Fast Marketing Minute,Robin's information is concise and realistic. Tips are easy to understand and implement. Highly recommend!
Ryan Smith - Knoxville and Maryville Real Estate,"Ryan is as real as it gets. He truly looks out for your interest. Tell him what you want and he will make sure you get it. If you want honesty and someone you can depend on, than he is the one. We will always use him!"
Store Card,"The convenience is very nice, and it saves on post-it notes. The store-key is essential and glad its automatically called for during setup and in usage. Heading off to skill Alexa in PayPal now."
A.D. Solutions Service Calls,
Mastermind - AI Assistant for Software Dev Teams,Very smart! Just installed and just being able not to have to pick up my phone to send a text msg. is a plus for me!
Coin Market - Crypto Pricing,
Capital One,"Fo far good., able to check Balance and see recent transactions

Why can I not ask for the recent transaction by saving checking or saving or credit card? Why do require to tell the last 4 numbers of the account."
Marie Ojeda - Buena Park Real Estate,"Highly likely to recommend
10/29/2018 - belvet acosta
Sold a Single Family home in 2018 in Paramount, CA.
Local knowledge:
Process expertise:
Responsiveness:
Negotiation skills:
Marie Ojeda, is a highly motivated and dedicated professional. She helped me with the sale of my property, and at the same time placed her very best service and personal attention to my family members and me.

07/27/2018 - MiriamVanessaMizuha
Sold a home in 2018 in Inglewood, CA 90303.
Local knowledge:
Process expertise:
Responsiveness:
Negotiation skills:
Marie once again exceeded my expectations!! She recently helped my husband and I sell our duplex in a short amount of time, while getting us top dollar for it! This is the same property she helped me buy almost 8 years ago! When we decided to list our duplex, I knew there was no one else I could trust to get the job done. Marie is a go-getter, a very hard worker, and a pleasure to work with! She is not only our realtor, but she has become part of our family and I will continue to recommend her for as long as she’s in the business!"
Mastermind - AI Assistant for Software Dev Teams,"No idea how to make it work. Have installed all tbe apps, done everything I thought you had to do, emailed support, still doesnt work with alexa. Any ideas"
Make Me Smart,"Anything Kai and Molly do is great and I can't get enough.  The podcasts are a great way to catch up in a limited time spam.  They are informative and delivered 'in style"".  My only thought would be to make them a moment longer and get into the 'deeper' part of each podcast.  They seem a little high level for us hoping to get smarter.  But still great.  Thanks for helping make me smarter (if that's possible)..."
Mastermind - AI Assistant for Software Dev Teams,really like the app but i would like it better if i didn't have to ask it example if i get a txt it would auto read it to me
Mastermind - AI Assistant for Software Dev Teams,This app is very impressive so far. I use it for hands free calling and texts while in the car. I have my echo dot in the car and I use them together.
The PR Maven Podcast Flash Briefing,"In this flash briefing, you can hear the passion and energy in Nancy's voice when she talks about the podcast, her guests and the helpful PR and networking tips!"
tiyBot,
Currency Conversion,"She can't do, at least for me."
Mastermind - AI Assistant for Software Dev Teams,Very easy to setup and use
Bloomberg,I am only giving it 4 stars because it does not include the current energy and commodity prices.  I was especiallt looking for Crude Oil and Natural Gas prices.
Mark Cuban Quotes,Best quote is when he guranteed stock market to crash after Trump got elected.
The Indicator from Planet Money,"Today was the first day to use this skill, but I was very disappointed. I was expecting something to do with money and economics. It was basically all anti-Trump news. I didn't realize this was a political site."
"Chadwick DeVries - Prescott, Arizona Real Estate",
Association Chat,"KiKi knocks it out of the park with Association Chat and Flash Briefings! She provides access to insights, trends and emerging thought leadership. Keep it up, Kiki!"
Comcast Business,"We keep Alexa on our conference table, and it works great."
Mastermind - AI Assistant for Software Dev Teams,I like this i havent figured it all out yet but slowly i am and it just gets better and better
Big Yellow Sticky,
Asael Martinez - Miami Real Estate,
Daily MLM Tip,I don’t like listening to him. How do I remove him??
ADM FarmView,Nice addition to the FarmView site!
She's Making an Impact with Rachel Ngom,Rachel knows her stuff! She breaks things down into bite size actionable steps to make things easy to understand so you can get results!
Mastermind - AI Assistant for Software Dev Teams,This is cool. I texted my friends and family with my echo dot.
Mastermind - AI Assistant for Software Dev Teams,"I like the idea, but so far none of the phone/ Alexa interactions work.  Alexa responds with ""could not complete that action.  Your phone did not respond in time""
Looking forward to all the kinks being worked out."
McQuaid Concierge,
Store Card,Paid credit card statement. It works perfectly. Very simple. Allows me to pay my bill from the couch during a commercial. Wish I could pay all my bills this way.
TitleToolbox,Trouble accessing your title toolbox skill right now
Bloomberg,"Can't find T, ATT, AT&amp;T, AT&amp;T Inc or AT&amp;T Incorporated"
Ally,Title says it all. Alexa doesn’t understand “Open Ally”. Skill is totally useless!
Ohio Real Estate,"Great place to start your home buying process, definitely recommend!!!"
Thirty Second Money Tip with Nick True,These are short and specific messages.  I find the content to be relivent and useful! Nick gives a variety of tips that are different each day.  Great information and I have already applied some of the financial hacks in my own life!  This is a good one!
Amex,Boooo
Online Selling Success Tips,"I've been following Carlos Alvarez for a few months now on his Instagram. He has a wealth of knowledge and most importantly he is a practitioner, not a theorist. I really like the way he teaches, if you're into selling online he is a must follow."
Mastermind - AI Assistant for Software Dev Teams,Ease of use.
Make Me Smart,"While I have heard the term ""block buster"" for many years, I never understood its origin. I appreciate the in-depth coverage of topics that is ""Make Me Smart"", but I also like the shorter Echo format for getting smarter. As the great Paul Harvey said, ""...and now you know the rest of the story"". Now what's the deal with avocado toast?"
Mastermind - AI Assistant for Software Dev Teams,Ask Mastermind not Alexa
The Inclusive Leadership Coach,This is such an amazing briefing especially given our current political climate. I love Susan's stories and how they make me much more conscious of why I respond the way I do. She's also taught me to think twice before I respond and to consider the other side's opinion before I respond. She's made me nicer. :)
Front Row Entrepreneur,"Do you love social media? If so, I highly recommend that you sign up for Jen Lehner's Front Row Entrepreneur Flash Briefing. I look forward to it every day and it keeps me up to date on what is happening on all of the social channels. I am also a member of her Front Row &  Front Row VIP Facebook Group you ought to check it out. It has totally changed my social media methods and I am seeing big changes in my business. She is a great teacher and so generous with her time. Thanks, Jen, I am a big fan."
Mike Hrezo - Valencia Real Estate,"Mike by far is the best agent I have ever used.  He is always available for me, answered all my questions and got me top value for the home I sold and found me the house of my dreams for an incredible price.  Mike will always be my one and only agent.  I highly recommend him!!!"
Run To Your Leadership Challenges!,I added this to my daily briefings because it is great content that is applicable to my life.  Paul provides so much content in a short amount of time.  I start every day running to my challenges now!
Swenk Today,"I love the show, but I may be biased here :)"
Nevada REALTORS,This new Nevada REALTORS skill is great for learning about the real estate market in Nevada. I especially like the current headlines when trying to keep up on the landscape of the state's market. The Legal Minute and President's Message are a nice touch too. I plan on staying tuned as this new skills grows.
Mastermind - AI Assistant for Software Dev Teams,Howe to link the account
Summate Einstein,
Real Estate,I told Alexa the zip code for house types I wanted in my dream zip code and I got an email for all the houses for my interest! It was great that I could do it at my leisure and finish my search after the fact when I checked my email
Design Driven Flash Briefing,"This is the best available briefing about product design. J Cornelius knows this field. This briefing is thoughtful, articulate, and actionable. It's similar to the Design Driven podcast from Nine Labs but is carefully created for the Flash Briefing format.
A fantastic resource for anyone in UX or a product related field.
J uses themes to chunk the content. For a few days in a row, he focuses on one subject such as Human Centered Business or how to effectively perform a Brand Check-In. This makes it effective from a learning standpoint - chunking is how our brains retain information. <3 minutes a day is a magic number for this. High quality content here."
Jobs Search,This app would be great if they gave me pertinent and relevant information on jobs that I'm actually interested in but instead it was telling me about different job titles that I did not specify it was a little bit frustrating because Alexa didn't know how to return to the beginning
4 Minute Crypto,Excellent!
The Pitch with Amy Summers,"As someone who has worked for Amy before, I can personally attest that her daily tips work! Her advice has helped me gain confidence in pitching both myself and ideas. The Pitch with Amy Summers is a great tool for anyone who wants to improve their communication skills and stay up-to-date with modern technology!"
Magic Money Number,Have been using this skill with my son to track what he’s earned from chores. Works great.
Thirty Second Money Tip with Nick True,"So incredibly helpful and relevant to every day spending and long term goals as well.

I love hearing his daily tips  ....makes it easier to adjust when he brings up topics that you don't even consider ...but find them to be valuable in order to change daily habits."
Mastermind - AI Assistant for Software Dev Teams,This app sounds amazing.  Wish iPhone users could use it!
Dave Sanderson: Declassified,"After reading his book, hearing him on podcast interviews, and seeing him at a live event, I was thrilled to find out Dave Sanderson has an Alexa Brief.  Dave is a talented communicator with a unique viewpoint. Add this Alexa brief to your daily routine."
Store Card,Applied for the card and received a letter declining. Just last week I got the card in the mail and never activated it but they went into my Amazon acct and changed my payment method. Previous payments that should have went to my bank  which showed up as pending then disappeared. Would not have known about this if I didn't go in and registered my card and found a balance due on my card. Needless to say I removed the card from my account as a payment method.
CNBC,I might use this if it was available to be part of my flash briefing...
Atlanta Real Estate,Great people! They know their stuff! First class service! Love it!
WallStreetBets,Free the king
Toke Ettehadieh - Houston Real Estate,"Toke has over 500 reviews in HAR.com, Toke is a pleasure to work with showing incredible attention to detail in getting her clients where they need to be in any real estate sale. She will go above and beyond to assist her clients. Call her to find out why she is so good."
Bitcoin Exchange,
Mastermind - AI Assistant for Software Dev Teams,Hey
Teach Me Management,"Many of us were promoted to managers because we were really good at our individual jobs, whether that be sales or engineering.  Turns out that the skills that made us great as individual contributors are not the same as those skills required to motivate and coach our direct reports.  This a great course for starting that journey."
Capital One,"I paired the account with Alexa; however, Alexa lights up with no voice as i ask her to open Capital One and then she grows dark. I paired and unpaired several times with the same result. Does anyone have any suggestions.,. Spotify opened without any issue."
StockTrigger,difficult at first day use ... works now .... wish you could add insider purchases or sales notifications
Ohio Real Estate,This should be your first go to before you begin your search for real estate.
The Pitch with Amy Summers,"I thoroughly enjoyed hearing from Amy Summers. I’m a journalism student who has taken a couple PR classes, but listening to Amy provided me with a new perspective on that side of the industry. It makes me realize how important public relations is and can tie to my field."
Mastermind - AI Assistant for Software Dev Teams,The best and must have app who cares if you need to wait to be picked for access it's well worth.it
Pete's Points - Business and Leadership Strategies,great content and so motivating to be a better leader!
Daily Web Gems,
The Daily Drive,A great way to get in the “winners mindset” on the way to work. Momentum Monday’s are my favorite.
How's the Market doing today?,
Digibank,
The Pitch with Amy Summers,"I love this show ♥️ Amy is inspiring, and always teaches me something useful.  Plus she's fun... this show just brings out the best in me:)"
Molly LeBlanc - Happy Valley Real Estate,"Molly is an amazing Realtor, she knows her stuff and can help you through any ups and downs. She is the type to go above an beyond and always work in your best interest no matter what."
Capital One,I really like the Capital One Alexa app! It makes it so convenient to find my balance without having to go log onto my computer. Every thing is just a spoken word away!!! Thank you for making this app!!!
Mastermind - AI Assistant for Software Dev Teams,"Very useful, want to see more skills"
Journey to $100 Million,"These guys are sharing the journey as they build their digital marketing business from $1 Million to $100 Million in revenue. How gutsy is that?! Very.

Between this Flash Briefing and their tweets I feel like I know them! One of the few briefings I listen to almost every morning. Short and sweet too! Just as it should be... hit me between the eyes then move on and upward!"
Naples Real Estate,McQuaid & Company is constantly reinventing real estate methodologies to create lasting relationships and world class satisfaction.
Mastermind - AI Assistant for Software Dev Teams,Love it
PSEG Long Island,Really convenient. Super easy to pay my bill.
Budget Bot,"Really good, especially because alexa is on so many different platforms now, its really easy to use! The only thing I think would be cool is if you could create a folder/ catagorie and set a price limit and it woukd notify you if you wnet over board, but I think its really nice thing to have anyways, smart idea."
Business Leadership Series,Love this way to access insights from Derek's Business Leadership Series podcast conveniently and in small bites. WELL DONE! A great way to kick off your day or just take a short break and stimulate your mind.
Mastermind - AI Assistant for Software Dev Teams,Love this App
Hearful,
Mastermind - AI Assistant for Software Dev Teams,"Can't get the phone to work
Other than that it's awesome"
Ohio Real Estate,"Easy to use, highly recommended."
Crypto Agent,Works as advertised on my Echo Dot.
Atlanta Real Estate,"There is nothing more amazing than something that is easy to use, let’s you focus on more things for your clients, and frees up time! Voice commands rather than type and search OMG! Technology + real estate is the perfect marriage"
Capital One,"It's fine... I'd love 2 b able 2 tell Alexa 2 pay my min due a couple times a month, not sure if tht will work out yet"
CryptoTracker,
Sales Central,Well done. I am happy to be chosen as a part of this pilot program. Sales Central is a brilliant CRM platform and the sky is the limit for what one can potentially achieve. I look forward to the evolution of this program and the offering of more tie ins to Sales Central overall.
Capital One,"WHETHER YOU LEAVE IT ALONE OR USE IT TO PAY AND SPEND, YOU RELAX BECAUSE IT WILL BE DONE! SOMETHING LIKE RUBBING THE BOTTLE OR LAMP TO RELEASE THE ""GENIE""!
NOTE<> "" IF YOU ARE NOT CONFUSED, YOU ARE NOT PAYING ATTENTION""!"
Thirty Second Money Tip with Nick True,Love it! 30 seconds of helpful advise. Long enough to give me good advise but short enough to keep my attention. Oh and it's free. why not?
Small Business Marketing Tips,"The marketing tips given by TBGl are great, so useful!"
Monetize Everything,"George brings a refreshing, powerful, and passionate message every time! Ever wonder how to convert an idea to more money in your pocket? Listen up!"
Mastermind - AI Assistant for Software Dev Teams,Great app and very useful
Make Me Smart,"I am a daily listener of the Marketplace podcast and it’s really nice to have another way to get more economic explainers and factoids. Feeling smarter by the day!  Thanks Kai, Molly and the rest of the crew at APM Marketplace to create this skill!"
Experian,"I’ve read the negative reviews on people account not connecting.... mine connected perfectly fine. Am able to use it, ask it things with no complications or issues at all. It works for me."
NBC News Radio: Consumer Business,
Harvard Business Review: Management Tip,Tips chosen were juvenile. Better for someone in his or her first year in the workforce rather than anyone in management. Also the sound is adjusted to be much louder than other briefings. Annoying to have to turn it down every time.
30-Second Blog and Business Tip w/ Pete McPherson,Pete always has gold nuggets of knowledge to share that are both simple and actionable. Such a great resource!
NPR Business Story of the Day,Keeps repeating same story about Hitler's old resort in South Germany. Hardly a critical &quot;business&quot; story. I've disabled it until there's some evidence that it is again being published.
Capital One,Works great!!! Other credit cards companies take note!!
TD Ameritrade,I like hearing the market updates each day.
Personal Brand Breakthrough,
Lake Michigan CU,
My Home Value,Would not find my address
DisrupTech News Daily | a Matty Bv3 production,
The Bacon System Daily Sales & Marketing Minute,I downloaded Brian Basilico's The Bacon System Daily Sales & Marketing Minute via my Alexa App. It is so nice to pour a cup of coffee and get in the business midset first thing in the morning. HIs tips are creative and inspiring.
Compliance Poster Company,Overall this is one additional tool to use within our organization.  I really like how it gives an in-depth review of the law update and is State or Federal specific.
MAGA,there is not a chance in Hell he wouldnt win ! Crazy Libtards are making it so easy hahaha
Mastermind - AI Assistant for Software Dev Teams,Can’t get it to work... Check back later.
Capital One,I put in the correct login information.  It said it was wrong.  I had my password reset and tried it again.  Still won't work.
Market Hotline,these are the most knowledgeable men in the stock market timing business
U.S. Bank,Fails on password submission.  Same password works through mobile online.  Attempted 5x.
Cleveland Real Estate,Love it!! Bring buying a home into the the 21st Century!
Mastermind - AI Assistant for Software Dev Teams,Great app. Love it
Coinbase Bitcoin/Ethereum Price,
The Pitch with Amy Summers,Communication and pitching go hand-in-hand and that’s rarely taught. These tips will definitely help me as I continue as a student in PR.
The Motley Fool,"Yeah voice recognition is silly and and frustrating unable to tell you what's on your list just index raises and lowers is useless to me, let me know when you improve. Until then this is useless"
Exponea,"The integration with Alexa can do not so much with Exponea analytics, but still, it is able to get you the data needed in the quickest way you can imagine. The day we bought couple of echodots and integrated them with Exponea was the day when the work has stopped. We could not stop to define new analyses and dashboards to ask the Alexa to read it. Amazing experience."
Fidelity Investments,"Pretty useful for quotes.  Any plans to add functionality, like account balance, position or trading information?
Thanks!"
Mildred Valentin - Throggs Neck Real Estate,
Coin Market Cap,
Investor Daily,Good info and insight into the Business World
Blanca Esmeralda Ortiz Pace  Houston Real Estate,"I was looking for a real estate agent in Houston, and listened to Blanca Esmeralda Ortiz Pace's real estate flash briefing. She can definitely help you sell, buy, lease or invest in the Houston housing market. PS. Century 21 Olympian is awesome."
Mastermind - AI Assistant for Software Dev Teams,This is a great device
Mastermind - AI Assistant for Software Dev Teams,"Ahhh

."
Atlanta Real Estate,This is a great way to to get the value of your home!
Mastermind - AI Assistant for Software Dev Teams,It's all great
TIAA,"I use it every morning to check the stock prices, works like a charm!"
The Voice of Social Sales,"Chelsea Peitz is smart, fun, and great to learn social selling from.  Highly recommended!"
Online Business Publicity Tips,"Succinct, spot-on, sure-fire, easy to grasp tips for money saving online biz publicity. An area I've been lax, but now inspired to incorporate these ideas into my online publicity regimen. Will check back daily for more great info!"
Mortgage Rates,Provides accurate mortgage rates. Pretty cool - helpful while house hunting.
Run Your Business: Systems & Automation for Online,
Mastermind - AI Assistant for Software Dev Teams,"This is an excellent skill, it never fails and works flawlessly! I would like to see the addition of asking Alexa to initiate a call and then add ""on speakerphone"" as the whole point is that the smart service is handsfree. Ok Google can do this. Also I would like the ability to choose the phones profile, either silent, vibrate or normal, and maybe increase phones volume in 25% increments. Keep up the good work!"
Agent Marketer Flash,"A year ago I was not even on social media, I was afraid and totally against it. Because of Jason and Chelsea I was able to get over my fears and just make it happen. Now I am teaching others and continuing to learn from Jason and Chelsea. Its great to hear them on my news briefing every morning to get me pumped for the day!"
Computer Support,The info is very useful.
Dayton Real Estate,"An easy and accurate way to learn your homes market value. Also, an easy way to access a licensed Real Estate Professional in your area!"
Thirty Second Money Tip with Nick True,Great way to start my day as part of my Flash Briefing
Atlanta Real Estate,"Berkshire Hathaway HomeServices Georgia Properties does it again by being the first to introduce a cloud based voice skill. This new Alexa Skill changes the way I keep up with the real estate market! It can value my home, let me know how the market is in my area, let me know information on current listings and so much more. Technology is where the market is going and Berkshire Hathaway HomeServices Georgia Properties is on the forefront yet again!"
Mastermind - AI Assistant for Software Dev Teams,Great way to access and control useful features of your mobile with Alexa.
CryptoTracker,this skill makes Alexa very digital currency friendly.  works great with most cryptocurrencies.  hoping to see more.
Financial Advice,
The Pitch with Amy Summers,Very helpful! Would definitely recommend
The Motley Fool,"I'm not sure why others are having problems. I had this set up, enabled and populated a watchlist in less than 5 minutes.

No prob with speech recognition either. (Maybe others need to go through the Echo voice training procedure?)

All good so far..."
Voice Marketing with Emily Binder,Direct and always current information on everything voice tech! I love Emily’s straight up advice and insight! One of the best #SkillSetters for sure!
Mastermind - AI Assistant for Software Dev Teams,"After hearing all about the app & all the amazing things it can do, I have access to the beta. Couldn't be more excited. Looking ahead to all the progress."
Greater Austin Area Real Estate News,Great information!
Real Estate,"The future of Real Estate is here.  This amazing technology meets the demands of the always on the go buyer or seller or the person who just loves to chat with Alexa.  It is simple, easy to use, informative and follows up with an email that allows the consumer to have their search results at their fingertips.  I am very excited that we are the company representing the market here on Staten Island.  This is a very unique consumer experience, and we are so thrilled to be part of it."
Mortgage Calculator,"Works very well, asks all the relevant questions and provides an accurate response"
Capital One,I like the instant notification when your card is used.  The customer service is fast and polite. I have truly enjoyed being a Capital One card holder!
Hosting Status,This skill is awesome it keeps me up to date on all my services!
Market Moment - Today in History,"Josh is always inciteful and forever on-point. He provides a concise overview of markets, leaving out the noise and the minutiae of the moment."
Ally,Setup was a piece of cake. I selected to use a 6 digit passcode each and every time but that is optional.
Mastermind - AI Assistant for Software Dev Teams,Excllent app but needs a little work on hearing what u are saying and not what she thinks u are saying.
Marketing School,great marketing tips every day
Illinois REALTORS,
Mastermind - AI Assistant for Software Dev Teams,"Excellent product.  Great software development.

Keep up the excellent work."
Passive Income Secrets,Passive income is the goal !
Socially Linked,
A Moment for Success,I found these ideas helped me learn ways to improve my workflow. Thank you.
Business Leadership Series,No nonsense practical information about business
Game Changer with David Villa,
PayPal,"I'm living in The Netherlands. This is perfectly valid country but PayPal thinks otherwise, although I have account with them for more than 10 years."
Rocket Mortgage,"Cannot use this skill unless you have a bank account for payments connected. There’s a lot of other features in this skill besides the payment one. I’d sure like to be able to use them, but no. Thanks, Rocket."
The Indicator from Planet Money,Ads ads and more ads and the news isent that good
New Jersey Natural Gas,
Business Owner Inspiration for More Profit & Fun,Love listening to this before leaving for work in the morning. It inspires me to think outside the box and ask myself the hard questions about my business that I have been avoiding.
The Voice of Social Sales,Following Chelsea changed my life!
Mortgage Helper,
Amex,"It listens to most of my commands.  I can check my balance, check for offers, but I can't end the Amex conversation.  I just have to walk away for 10 minutes without answering it."
Hank's Marketing and Business Tips,I was really shocked by this flash briefing! Hank really takes the time to go in depth and give you the nuts and bolts of marketing and business!!
Billionaire Secrets - Quotes on Money and Business,"I have really been enjoying this flash briefing as it gives me daily, easy tips to follow in order to save and make more money. The tips are really helpful as they are usually something I would not have thought of before!"
Mastermind - AI Assistant for Software Dev Teams,"It's a great app to have,  I really in joy it."
Nationwide,
Marketplace Morning Report,"Great stories and updates every morning. Some add spots for their sponsors, but the content is free so get over it."
Mastermind - AI Assistant for Software Dev Teams,Love this app! It allows Google Home and Amazon Echo to do all the things they should do!!
Mastermind - AI Assistant for Software Dev Teams,I'm sure the app can do a lot but the app needs better tutorials
Albany Real Estate,Quick and accurate information. Very responsive.
Bill Planner,"Not Enough Options, Good Idea"
The MFCEO Kill Shots,"Andy has the best f#%$ng advice period. No magic sauce, no high dollar programs, just real sh!t."
Mastermind - AI Assistant for Software Dev Teams,Would like email access
Bloomberg,agreed if it could read out my watchlist 5/5!
Coinbase Bitcoin/Ethereum Price,"I'd like to have shorter options along with the longer options.  When I ask a price I just want to hear the price , not what I can buy or sell it for.  That should be additional rewuests"
Cryptocurrency Prices,The skill is great and uses coinmarketcap.com
Principal Flash Briefing,
Fox Business,every eeekend the static is bad it can’t be understood.
Oil Analysis,This is insanely cool.  I can review my Oil Analysis sample reports through my Alexa device.  I can ask Alexa to give me a report of my problem samples and it gives me the full list along with the diagnosis and recommendations!  Very cool!
Mastermind - AI Assistant for Software Dev Teams,Great app across all platforms
Xavier Murillo - 77027 Real Estate,
The Motley Fool,This would be a GREAT app and I would use it all day long if I Alexa would understand the stocks symbols. Really need to be able to type them in. I'll come back in a few months and try it again.
Capital One,"We have an Echo Show and this is the only bank that I've found with an Alexa Skill that has visual in addition to audible interaction.

I'd love to see this skill updated with:

1) Use the account nicknames I set in my online profile. Right now is just says ""Checking ####"" or ""Savings ####"".  When you have more than one of an account type, it is impossible to know which account is which and using the online nicknames I have set would be great!

2) Ability to show/hide certain accounts (this goes for online as well as the Alexa skill). I have an old long-closed credit card that is no use for me to see/hear. Even worse, this account is listed first by Alexa and is just an absolute waste of time to hear it go over the balance, last payment and open to buy for a closed account.

Keep up the great work! I opened up another account specifically because of this skill!!"
Mastermind - AI Assistant for Software Dev Teams,Developer has removed all references to Mastermind for Alexa from their website. Stop trying to make it work - it will never work again (app has been missing from the app store for months.)
Make Me Smart,"I like this new way to consume MMS content! It is intuitive to get the latest topic. I wish is were easier to navigate the backlog (instead of 3 at a time). Maybe say something like ""Alexa, does Make Me Smart know anything about X"" or ""Alexa, what does Make Me Smart know about"" where the app would return a list of keywords where I could reply ""Alexa, have Make Me Smart tell me about X"""
Mastermind - AI Assistant for Software Dev Teams,Good to use at work
Mastermind - AI Assistant for Software Dev Teams,"This used to be a must have skill that allowed you to interface with your Android phone through Alexa. I would have given it 6 stars if I could a year or so ago. Now its sadly a has been with only 1 star for old time sake. You could ask for your txt messages, check battery level, locate your phone etc. Now because Google wouldn't grant Convessa certain permissions the company made their app all about software developers and is now pretty much useless for 99% of users. Too bad."
Real Estate,"Doesn’t know how to help, found no listings in Chicago"
The Voice of Social Sales,Chelsea is an undeniable force in the social selling space. Her content and expertise have been instrumental to my career. This flash briefing will help you stay relevant and ahead of the curve in any industry!
Fidelity Investments,Way too chatty - make it less chatty and I will use again.
Employee Experience,An excellent resource.
Mastermind - AI Assistant for Software Dev Teams,Good app!
Market Moment - Today in History,"Market moment gives a ""today in market history"" with context, and also describes what's going on in the market today. All in under three minutes, perfect way to start your morning."
Akron Real Estate,So easy to use! I love all of the information it can provide in seconds.
Mastermind - AI Assistant for Software Dev Teams,"I love this app, told my whole family about it.... now I can't find it on the Google Play store."
Mastermind - AI Assistant for Software Dev Teams,Wow! Very capable and little frill
Columbus Real Estate,This can verbally walk you through criteria that will help you narrow down what you're looking for in your next home!! Awesome!
Mastermind - AI Assistant for Software Dev Teams,Fun
Store Card,convenient way to pay my bill
Mastermind - AI Assistant for Software Dev Teams,Still trying to figure it out
Mastermind - AI Assistant for Software Dev Teams,I wish it worked with my phone. It sounds wonderful. Is there any chance it will be available for iPhone in the near future?
Thirty Second Money Tip with Nick True,"Nick True’s money tips are clear, concise, educational and relevant. The financial advice is applicable
to a wide audience and the suggestions are enormously helpful. I have moved this app
to the top of my playlist on my device."
Trading and Investing Advice,
Bennie Chukwurah - 77407 Real Estate,Bennie is a great customer care service. She fought for the best and save me alot of money.
Capital One,nice to use for checking balance and payment
Coin Watch,"Works pretty good with Bitcoin and XRP, but the prices seem to be incorrect for Stellar Lumens"
Store Card,"Love it, so easy to use."
Thirty Second Money Tip with Nick True,"A great way to learn something new and get money tips in just a few seconds a day! Nick knows his stuff, and provides financial information in an easily digestible and useful format. Highly recommend checking out this skill."
Mastermind - AI Assistant for Software Dev Teams,"Unfortunately, this skill wasn't granted permissions by Google or Apple to send text messages.  Very sad this had to happen."
TD Ameritrade,I should not have to ask the dot to open every time I need to ask a question... once I have opened that skill I would like a little bit more seamless of an interface.
Fidelity Investments,Needs work on voice recognition.u
